customer_id,predicted_clv_6months,clv_tier,churn_risk_score,expected_purchases_6m,prob_alive,clv_bg_nbd,clv_xgb
15640,545.6807,Bronze,1.0000,0.0000,0.0000,0.0000,6418.3066
16160,545.1904,Bronze,0.3094,1.3194,0.6906,823.1982,603.0566
17357,544.1553,Bronze,0.2410,3.5344,0.7590,844.5833,439.9628
15497,543.7883,Bronze,1.0000,0.0000,0.0000,0.0000,6396.0488
13802,543.6880,Bronze,1.0000,0.0000,0.0000,0.0000,6394.8691
12557,541.9630,Bronze,1.0000,0.0000,0.0000,0.0000,6374.5796
12754,537.1522,Bronze,0.2924,0.8137,0.7076,895.2536,0.0000
13066,536.7870,Bronze,0.3111,2.6727,0.6889,772.0962,864.8531
17107,536.5792,Bronze,1.0000,0.0000,0.0000,0.0000,6311.2549
12939,535.8416,Bronze,1.0000,0.0000,0.0000,0.0000,6302.5791
16210,534.6462,Bronze,1.0000,0.0000,0.0000,0.0000,6288.5190
17672,531.9502,Bronze,1.0000,0.0000,0.0000,0.0011,6256.8013
13174,529.1200,Bronze,1.0000,0.0000,0.0000,0.0000,6223.5195
14936,525.9293,Bronze,1.0000,0.0000,0.0000,0.0000,6185.9907
14286,522.4108,Bronze,1.0000,0.0000,0.0000,0.0000,6144.6055
13224,522.1473,Bronze,0.4970,0.6085,0.5030,795.2115,529.5314
15523,520.8800,Bronze,1.0000,0.0000,0.0000,0.0000,6126.6006
12822,517.4878,Bronze,0.2896,1.3450,0.7104,776.9733,603.4367
13199,517.4490,Bronze,1.0000,0.0000,0.0000,0.0000,6086.2451
15485,515.7413,Bronze,1.0000,0.0000,0.0000,0.0000,6066.1587
12668,513.7290,Bronze,1.0000,0.0000,0.0000,0.0000,6042.4912
12371,511.9123,Bronze,0.9999,0.0001,0.0001,0.0841,6020.5293
12397,506.2965,Bronze,0.6170,0.5088,0.3830,742.9362,712.0108
16303,506.1385,Bronze,1.0000,0.0000,0.0000,0.0000,5953.2100
16253,501.9070,Bronze,1.0000,0.0000,0.0000,0.0050,5903.4043
14676,501.5796,Bronze,1.0000,0.0000,0.0000,0.0000,5899.5894
18092,501.4992,Bronze,1.0000,0.0000,0.0000,0.0000,5898.6436
16745,499.2900,Bronze,1.0000,0.0000,0.0000,0.0001,5872.6582
15088,499.2103,Bronze,0.5683,0.9979,0.4317,703.7393,905.2838
15482,496.0307,Bronze,1.0000,0.0000,0.0000,0.0000,5834.3232
14051,492.7396,Bronze,1.0000,0.0000,0.0000,0.0000,5795.6123
15763,491.9961,Bronze,0.4866,1.0576,0.5134,699.1412,852.8798
13028,491.9525,Bronze,0.4195,1.7892,0.5805,722.7922,685.4581
16938,488.0227,Bronze,1.0000,0.0000,0.0000,0.0000,5740.1318
15189,485.8577,Bronze,1.0000,0.0000,0.0000,0.0000,5714.6675
18172,484.9266,Bronze,1.0000,0.0000,0.0000,0.0000,5703.7158
16747,482.9042,Bronze,0.3935,1.3866,0.6065,706.5110,693.9314
12508,482.5394,Bronze,0.2663,3.0335,0.7337,743.4519,428.9409
16182,474.5547,Bronze,1.0000,0.0000,0.0000,0.0004,5581.7183
17961,473.8977,Bronze,1.0000,0.0000,0.0000,0.0000,5573.9937
14025,472.0853,Bronze,0.3259,1.3744,0.6741,715.4713,503.4433
16732,470.8057,Bronze,0.9998,0.0002,0.0002,0.2044,5536.1831
14567,470.6249,Bronze,0.4667,0.7311,0.5333,679.0865,743.0421
13791,469.3893,Bronze,0.3074,0.7654,0.6926,704.3632,550.1255
17459,468.5023,Bronze,0.3234,1.6974,0.6766,681.5527,700.6708
16187,463.8673,Bronze,1.0000,0.0000,0.0000,0.0000,5456.0166
16812,461.3541,Bronze,0.1745,1.1248,0.8255,715.0659,380.0842
16268,452.4774,Bronze,0.2410,1.6798,0.7590,684.9868,487.9509
14735,448.6536,Bronze,1.0000,0.0000,0.0000,0.0000,5277.0728
12552,448.3478,Bronze,0.2467,2.5180,0.7533,677.2569,493.9303
14815,447.9122,Bronze,0.4013,1.3687,0.5987,649.8012,682.5665
12940,445.0976,Bronze,0.3613,1.1984,0.6387,666.7152,530.0966
12349,442.6508,Bronze,0.9999,0.0001,0.0001,0.0954,5205.7944
12539,442.5220,Bronze,1.0000,0.0000,0.0000,0.0000,5204.9521
16164,437.7051,Bronze,0.6392,1.9481,0.3608,588.4097,995.7641
15330,436.6477,Bronze,0.4120,1.4572,0.5880,635.8764,648.3444
16652,436.6185,Bronze,1.0000,0.0000,0.0000,0.0000,5135.5151
17656,435.3121,Bronze,0.6147,1.7008,0.3853,596.9653,907.2385
15787,433.0539,Bronze,0.6010,1.6972,0.3990,590.3521,927.3484
18228,431.2107,Bronze,0.3251,1.3638,0.6749,648.5903,494.6696
14356,431.2002,Bronze,0.2438,1.5134,0.7562,647.8335,499.8869
16698,427.4280,Bronze,0.2663,0.5672,0.7337,687.0835,178.5233
13914,426.3603,Bronze,0.5483,1.6211,0.4517,620.7186,634.3150
16729,426.2692,Bronze,1.0000,0.0000,0.0000,0.0000,5013.7861
12949,426.1450,Bronze,1.0000,0.0000,0.0000,0.0000,5012.3257
13040,424.4148,Bronze,0.6072,1.4935,0.3928,617.4762,634.3150
14937,422.7454,Bronze,0.5870,0.9919,0.4130,588.7740,817.2365
12656,421.2041,Bronze,1.0000,0.0000,0.0000,0.0000,4954.2104
17078,420.0272,Bronze,0.2410,2.7241,0.7590,634.5969,461.8841
16653,418.1563,Bronze,0.6633,0.7452,0.3367,549.1783,1042.6952
14849,416.9586,Bronze,1.0000,0.0000,0.0000,0.0000,4904.2749
14685,416.7723,Bronze,0.3339,1.1090,0.6661,657.1624,264.3491
13031,414.8000,Bronze,0.3467,0.8255,0.6533,590.7246,710.0172
13673,413.7853,Bronze,0.3753,2.4236,0.6247,592.0055,689.0429
14459,410.0848,Bronze,0.6503,0.1130,0.3497,367.2910,2231.3760
16244,409.4452,Bronze,0.3890,0.3323,0.6110,519.2128,1151.7070
16281,409.1318,Bronze,0.9715,0.0158,0.0285,19.7808,4672.6182
14146,408.2332,Bronze,1.0000,0.0000,0.0000,0.0000,4801.6465
13090,407.5945,Bronze,1.0000,0.0000,0.0000,0.0000,4794.1338
15113,407.0769,Bronze,0.9043,0.4432,0.0957,584.4133,663.7183
16352,405.3064,Bronze,0.4420,1.9313,0.5580,585.5139,635.1263
15821,404.5245,Bronze,0.3217,1.6811,0.6783,587.3665,612.8549
13329,401.8648,Bronze,1.0000,0.0000,0.0000,0.0000,4726.7422
14416,398.7330,Bronze,0.4121,1.9006,0.5879,571.3593,657.7016
14245,397.1810,Bronze,0.2844,0.5326,0.7156,547.1441,810.3397
15649,396.8257,Bronze,0.2175,1.0537,0.7825,607.9644,376.9380
17788,396.2042,Bronze,0.3884,0.8384,0.6116,569.9351,638.0087
15398,396.1246,Bronze,0.6886,0.6415,0.3114,524.3061,959.0864
12378,391.8868,Bronze,0.6583,0.1268,0.3417,415.5724,1676.5981
16161,390.9758,Bronze,1.0000,0.0000,0.0000,0.0000,4598.6646
12540,389.4838,Bronze,1.0000,0.0000,0.0000,0.0000,4581.1162
13316,388.0912,Bronze,1.0000,0.0000,0.0000,0.0000,4564.7363
13726,387.7751,Bronze,0.5055,0.8323,0.4945,546.5275,704.0587
14360,373.8113,Bronze,0.8542,0.6314,0.1458,357.2247,1875.7661
16398,372.5528,Bronze,0.3703,0.4851,0.6297,502.0138,839.1558
16168,370.8826,Bronze,1.0000,0.0000,0.0000,0.0000,4362.3281
16749,369.5747,Bronze,0.2896,0.2074,0.7104,550.4307,462.4397
13461,369.0494,Bronze,1.0000,0.0000,0.0000,0.0055,4340.7275
12758,368.7859,Bronze,0.9999,0.0001,0.0001,0.2042,4336.2256
16311,368.1524,Bronze,0.5197,1.3943,0.4803,525.3138,622.9652
18143,368.0560,Bronze,0.2872,0.9079,0.7128,552.6039,429.2389
15762,365.7946,Bronze,0.2811,1.4958,0.7189,534.1736,532.7074
15358,362.6619,Bronze,1.0000,0.0000,0.0000,0.0000,4265.6367
17811,362.3748,Bronze,1.0000,0.0000,0.0000,0.0000,4262.2588
12885,360.9055,Bronze,0.5059,1.2324,0.4941,530.7954,499.0425
17232,358.8901,Bronze,0.6849,1.9344,0.3151,501.2549,683.8100
15653,358.6592,Bronze,0.2941,1.0625,0.7059,567.8950,210.8019
12794,358.2458,Bronze,0.4063,1.0152,0.5937,532.1911,457.9084
17425,356.8473,Bronze,0.5700,1.0656,0.4300,493.4690,714.7294
14175,355.6543,Bronze,1.0000,0.0000,0.0000,0.0009,4183.2070
12476,355.5392,Bronze,1.0000,0.0000,0.0000,0.0000,4181.8589
16102,355.3547,Bronze,0.7337,0.6435,0.2663,433.7020,1118.9617
16843,355.0827,Bronze,1.0000,0.0000,0.0000,0.0000,4176.4897
15281,354.7548,Bronze,1.0000,0.0000,0.0000,0.0000,4172.6328
16636,352.6675,Bronze,0.3819,0.5195,0.6181,524.5802,446.0084
16940,352.0763,Bronze,1.0000,0.0000,0.0000,0.0001,4141.1284
12497,350.8311,Bronze,0.9575,0.0249,0.0425,56.6944,3726.3784
16669,349.9918,Bronze,0.7566,0.8668,0.2434,436.4605,1036.4164
14547,348.4266,Bronze,1.0000,0.0000,0.0000,0.0007,4098.1953
13815,347.1278,Bronze,1.0000,0.0000,0.0000,0.0000,4082.9238
12798,346.8876,Bronze,0.4913,0.2469,0.5087,469.4519,767.0770
13759,346.8222,Bronze,0.4485,1.2205,0.5515,491.6430,609.7012
13629,346.0307,Bronze,1.0000,0.0000,0.0000,0.0000,4070.0200
17528,344.9939,Bronze,1.0000,0.0000,0.0000,0.0000,4057.8250
12770,343.3571,Bronze,0.4513,0.2473,0.5487,485.9809,608.9032
15476,342.6164,Bronze,0.2229,0.9276,0.7771,544.9411,184.0961
17593,341.1597,Bronze,1.0000,0.0000,0.0000,0.0000,4012.7266
12572,341.1074,Bronze,0.7297,0.7521,0.2703,466.9455,716.7786
17133,340.9381,Bronze,1.0000,0.0000,0.0000,0.0000,4010.1211
16336,339.3980,Bronze,0.3955,0.5186,0.6045,484.5717,572.2812
13680,339.0257,Bronze,1.0000,0.0000,0.0000,0.0000,3987.6267
14125,338.9023,Bronze,0.9456,0.1938,0.0544,194.0816,2616.5007
12906,338.2751,Bronze,0.9973,0.0170,0.0027,10.4210,3905.2551
14387,338.1038,Bronze,0.7638,0.6523,0.2362,422.5689,994.6249
14961,336.9768,Bronze,1.0000,0.0000,0.0000,0.0000,3963.5276
18087,336.0622,Bronze,1.0000,0.0000,0.0000,0.0000,3952.7705
16065,335.8587,Bronze,0.3419,1.6575,0.6581,506.9927,372.4214
17719,334.7440,Bronze,1.0000,0.0000,0.0000,0.0000,3937.2661
15963,333.9124,Bronze,0.4615,1.6596,0.5385,479.4049,544.2227
14592,332.6796,Bronze,0.4643,2.2023,0.5357,462.7396,647.3328
14965,331.5751,Bronze,0.2410,1.3300,0.7590,487.2136,461.6227
14415,331.3356,Bronze,1.0000,0.0000,0.0000,0.0000,3897.1763
14539,330.1421,Bronze,0.5294,1.4503,0.4706,477.3833,514.1425
14140,329.7101,Bronze,0.7967,0.7887,0.2033,448.9937,709.4125
18204,329.6126,Bronze,0.6753,0.5651,0.3247,412.0800,968.7746
15706,329.4251,Bronze,0.5452,1.6916,0.4548,478.0750,500.8286
17145,329.0210,Bronze,0.2834,0.5912,0.7166,490.1661,410.7450
12669,328.5735,Bronze,0.3793,0.4731,0.6207,461.6088,607.0169
13321,327.5898,Bronze,0.2832,1.3695,0.7168,475.4986,497.4236
15813,326.4699,Bronze,0.2747,0.5876,0.7253,465.4451,555.2002
12469,325.4663,Bronze,0.2470,0.2918,0.7530,542.4439,0.0000
15817,325.2814,Bronze,0.2856,0.4910,0.7144,496.4414,322.4743
12714,325.0261,Bronze,1.0000,0.0000,0.0000,0.0000,3822.9631
13373,324.9952,Bronze,1.0000,0.0000,0.0000,0.0291,3822.3950
16873,324.9417,Bronze,1.0000,0.0000,0.0000,0.0000,3821.9714
14145,324.0808,Bronze,1.0000,0.0000,0.0000,0.0021,3811.8303
12380,323.5808,Bronze,1.0000,0.0000,0.0000,0.0000,3805.9639
13536,322.7156,Bronze,1.0000,0.0000,0.0000,0.0000,3795.7869
17044,322.1452,Bronze,1.0000,0.0000,0.0000,0.0000,3789.0779
16033,321.9863,Bronze,1.0000,0.0000,0.0000,0.0000,3787.2097
12685,321.2735,Bronze,0.9853,0.1004,0.0147,49.6857,3428.1821
14101,320.4861,Bronze,1.0000,0.0000,0.0000,0.0000,3769.5632
15218,319.6995,Bronze,1.0000,0.0000,0.0000,0.0000,3760.3118
13492,319.6325,Bronze,0.3861,0.9700,0.6139,451.2578,574.9017
14040,318.9546,Bronze,1.0000,0.0000,0.0000,0.0000,3751.5508
14267,317.2733,Bronze,0.3930,0.8106,0.6070,449.9462,556.4086
15005,316.9847,Bronze,1.0000,0.0000,0.0000,0.0000,3728.3801
17732,315.4279,Bronze,0.3938,1.4559,0.6062,461.7185,451.6244
12455,314.8655,Bronze,1.0000,0.0000,0.0000,0.0000,3703.4543
15939,314.2910,Bronze,1.0000,0.0000,0.0000,0.0000,3696.6968
16067,313.9433,Bronze,0.2535,0.4183,0.7465,518.9248,30.4456
12646,312.1160,Bronze,0.8354,0.4778,0.1646,390.8574,912.7511
17447,312.0944,Bronze,0.3952,1.3243,0.6048,439.1664,571.5694
13505,311.6882,Bronze,0.8817,0.2489,0.1183,290.3643,1616.9207
15736,311.3735,Bronze,0.2410,0.3581,0.7590,394.3694,879.2332
14251,310.9113,Bronze,1.0000,0.0001,0.0000,0.0308,3656.7273
15492,309.2938,Bronze,0.5113,1.0481,0.4887,422.2013,658.3558
17584,309.1242,Bronze,1.0000,0.0000,0.0000,0.0000,3635.9253
15614,308.6905,Bronze,0.3594,0.5537,0.6406,462.9250,363.8636
13517,308.1791,Bronze,0.7237,0.5077,0.2763,395.1943,835.8386
12585,307.8969,Bronze,0.3435,0.3775,0.6565,466.9485,326.1346
15801,306.9286,Bronze,0.6121,1.0636,0.3879,414.9172,681.9414
13253,305.8472,Bronze,0.9573,0.0331,0.0427,25.9474,3414.2649
17625,304.5700,Bronze,1.0000,0.0000,0.0000,0.0000,3582.3584
13969,304.5278,Bronze,1.0000,0.0000,0.0000,0.0000,3581.8616
13941,302.5061,Bronze,1.0000,0.0000,0.0000,0.0000,3558.0823
17724,302.1316,Bronze,0.4990,1.1467,0.5010,434.3796,488.1696
16258,301.9008,Bronze,1.0000,0.0000,0.0000,0.0000,3550.9634
12806,300.7936,Bronze,0.3192,0.6238,0.6808,477.1586,170.5308
17315,299.9324,Bronze,1.0000,0.0000,0.0000,0.0000,3527.8110
12815,297.8338,Bronze,0.3124,0.6596,0.6876,426.6443,492.2080
13471,297.3225,Bronze,1.0000,0.0003,0.0000,0.1843,3495.8125
13186,297.0464,Bronze,0.7543,0.5936,0.2457,342.4364,1077.2197
13486,296.4588,Bronze,0.5114,1.0170,0.4886,418.4204,534.0728
